id,state,district,city,road_name,road_segment,latitude,longitude,year,month,day,hour,road_category,cause,vehicle_type,road_user_type,weather,road_condition,lighting_condition,traffic_level,accidents,fatalities,injuries
ACC-10561,Delhi,East Delhi,Delhi,Delhi-Meerut Expressway (NE-3),Ghazipur Border to UP Gate Overpass,28.63007,77.38221,2021,8,21,2,Expressway,Pedestrian Crossing Hazard,Two-Wheeler,Vulnerable Road User (VRU),Rain,Wet / Slippery,Unlit / Pitch Black,Congested,1,0,1
ACC-10562,Delhi,East Delhi,Delhi,Delhi-Meerut Expressway (NE-3),Ghazipur Border to UP Gate Overpass,28.61945,77.39229,2022,7,25,9,Expressway,Overspeeding,Car,Motorized Passenger,Rain,Wet / Slippery,Daylight,High,1,0,1
ACC-10563,Delhi,East Delhi,Delhi,Delhi-Meerut Expressway (NE-3),Ghazipur Border to UP Gate Overpass,28.62219,77.38659,2021,8,26,8,Expressway,Adverse Weather / Fog,Two-Wheeler,Vulnerable Road User (VRU),Rain,Wet / Slippery,Daylight,Congested,1,0,2
ACC-10564,Delhi,East Delhi,Delhi,Delhi-Meerut Expressway (NE-3),Ghazipur Border to UP Gate Overpass,28.61914,77.38631,2021,3,5,8,Expressway,Pedestrian Crossing Hazard,Car,Motorized Passenger,Rain,Damaged / Potholes,Daylight,High,1,0,0
ACC-10565,Delhi,East Delhi,Delhi,Delhi-Meerut Expressway (NE-3),Ghazipur Border to UP Gate Overpass,28.62194,77.38093,2024,11,10,1,Expressway,Overspeeding,Two-Wheeler,Vulnerable Road User (VRU),Fog/Mist,Under Construction,Streetlights Operational,High,1,1,3
ACC-10566,Delhi,East Delhi,Delhi,Delhi-Meerut Expressway (NE-3),Ghazipur Border to UP Gate Overpass,28.62409,77.38909,2021,8,2,0,Expressway,Overspeeding,Car,Motorized Passenger,Rain,Wet / Slippery,Streetlights Operational,Medium,1,0,0
ACC-10567,Delhi,East Delhi,Delhi,Delhi-Meerut Expressway (NE-3),Ghazipur Border to UP Gate Overpass,28.62836,77.38161,2024,4,5,7,Expressway,Pedestrian Crossing Hazard,Heavy Truck,Commercial Goods,Clear,Under Construction,Daylight,Low,1,0,1
ACC-10568,Delhi,East Delhi,Delhi,Delhi-Meerut Expressway (NE-3),Ghazipur Border to UP Gate Overpass,28.6315,77.3845,2021,3,15,18,Expressway,Overspeeding,Heavy Truck,Commercial Goods,Rain,Under Construction,Poor / Intermittent,High,1,0,1
ACC-10569,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.00244,77.7523,2023,7,20,16,National Highway,Poor Lighting,Bus,Motorized Passenger,Rain,Wet / Slippery,Daylight,Congested,1,0,3
ACC-10570,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.00298,77.7511,2024,12,2,2,National Highway,Potholes / Road Surface Defect,Heavy Truck,Commercial Goods,Fog/Mist,Damaged / Potholes,Streetlights Operational,High,1,0,2
ACC-10571,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.00689,77.74437,2021,6,3,11,National Highway,Potholes / Road Surface Defect,Bus,Motorized Passenger,Rain,Damaged / Potholes,Daylight,Medium,1,0,1
ACC-10572,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.01148,77.75096,2024,7,11,16,National Highway,Poor Lighting,Bus,Motorized Passenger,Rain,Wet / Slippery,Daylight,Low,1,2,1
ACC-10573,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.00421,77.75175,2021,2,18,14,National Highway,Dangerous Junction Geometry,Pedestrian,Vulnerable Road User (VRU),Clear,Under Construction,Daylight,Medium,1,1,0
ACC-10574,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.00657,77.74396,2024,3,3,3,National Highway,Potholes / Road Surface Defect,Pedestrian,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Unlit / Pitch Black,High,1,0,1
ACC-10575,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,12.99973,77.75633,2021,7,23,0,National Highway,Pedestrian Crossing Hazard,Two-Wheeler,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Streetlights Operational,Medium,1,1,0
ACC-10576,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.00953,77.75319,2021,4,4,16,National Highway,Poor Lighting,Pedestrian,Vulnerable Road User (VRU),Rain,Dry / Smooth,Daylight,High,1,0,1
ACC-10577,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.00056,77.75624,2024,7,4,1,National Highway,Potholes / Road Surface Defect,Heavy Truck,Commercial Goods,Clear,Damaged / Potholes,Poor / Intermittent,High,1,0,1
ACC-10578,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.00469,77.75329,2023,1,3,9,National Highway,Potholes / Road Surface Defect,Bus,Motorized Passenger,Clear,Damaged / Potholes,Daylight,Medium,1,0,0
ACC-10579,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.00768,77.75507,2024,11,25,8,National Highway,Poor Lighting,Heavy Truck,Commercial Goods,Clear,Under Construction,Daylight,Low,1,2,1
ACC-10580,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.00193,77.74647,2021,4,1,1,National Highway,Potholes / Road Surface Defect,Pedestrian,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Streetlights Operational,High,1,1,1
ACC-10581,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.01123,77.74868,2021,4,24,19,National Highway,Potholes / Road Surface Defect,Pedestrian,Vulnerable Road User (VRU),Rain,Damaged / Potholes,Unlit / Pitch Black,Low,1,0,1
ACC-10582,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.01342,77.74432,2022,9,2,13,National Highway,Poor Lighting,Pedestrian,Vulnerable Road User (VRU),Clear,Under Construction,Daylight,Medium,1,0,0
ACC-10583,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.00448,77.75475,2022,1,21,6,National Highway,Poor Lighting,Two-Wheeler,Vulnerable Road User (VRU),Fog/Mist,Damaged / Potholes,Daylight,Medium,1,1,2
ACC-10584,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.01472,77.74895,2022,7,6,8,National Highway,Potholes / Road Surface Defect,Bus,Motorized Passenger,Clear,Damaged / Potholes,Daylight,Low,1,0,1
ACC-10585,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.014,77.748,2024,3,16,20,National Highway,Dangerous Junction Geometry,Pedestrian,Vulnerable Road User (VRU),Clear,Under Construction,Streetlights Operational,Congested,1,0,0
ACC-10586,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.00198,77.74623,2022,9,24,18,National Highway,Dangerous Junction Geometry,Heavy Truck,Commercial Goods,Rain,Wet / Slippery,Streetlights Operational,Congested,1,1,1
ACC-10587,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.00891,77.74974,2021,9,24,10,National Highway,Dangerous Junction Geometry,Bus,Motorized Passenger,Rain,Wet / Slippery,Daylight,Congested,1,0,1
ACC-10588,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.00042,77.74937,2021,2,13,5,National Highway,Poor Lighting,Bus,Motorized Passenger,Rain,Wet / Slippery,Poor / Intermittent,Congested,1,0,1
ACC-10589,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.00357,77.75283,2024,12,8,0,National Highway,Potholes / Road Surface Defect,Two-Wheeler,Vulnerable Road User (VRU),Fog/Mist,Damaged / Potholes,Streetlights Operational,Medium,1,1,2
ACC-10590,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.00751,77.75173,2022,1,4,13,National Highway,Dangerous Junction Geometry,Bus,Motorized Passenger,Clear,Dry / Smooth,Daylight,Congested,1,1,2
ACC-10591,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.01068,77.7433,2024,10,10,15,National Highway,Pedestrian Crossing Hazard,Two-Wheeler,Vulnerable Road User (VRU),Rain,Wet / Slippery,Daylight,Medium,1,1,2
ACC-10592,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.00754,77.74496,2022,8,1,23,National Highway,Dangerous Junction Geometry,Bus,Motorized Passenger,Clear,Damaged / Potholes,Streetlights Operational,Low,1,1,1
ACC-10593,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.00053,77.74367,2022,3,7,2,National Highway,Poor Lighting,Heavy Truck,Commercial Goods,Clear,Under Construction,Poor / Intermittent,Medium,1,1,0
ACC-10594,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.01529,77.75538,2022,8,16,4,National Highway,Pedestrian Crossing Hazard,Two-Wheeler,Vulnerable Road User (VRU),Clear,Dry / Smooth,Unlit / Pitch Black,Medium,1,1,2
ACC-10595,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.01014,77.74925,2024,8,25,18,National Highway,Potholes / Road Surface Defect,Heavy Truck,Commercial Goods,Clear,Damaged / Potholes,Streetlights Operational,Low,1,0,3
ACC-10596,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.01472,77.75522,2021,6,28,1,National Highway,Pedestrian Crossing Hazard,Bus,Motorized Passenger,Rain,Wet / Slippery,Streetlights Operational,Medium,1,1,1
ACC-10597,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.01242,77.74841,2022,6,15,22,National Highway,Dangerous Junction Geometry,Bus,Motorized Passenger,Rain,Wet / Slippery,Streetlights Operational,Low,1,1,0
ACC-10598,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.01342,77.75722,2024,4,20,23,National Highway,Pedestrian Crossing Hazard,Heavy Truck,Commercial Goods,Rain,Dry / Smooth,Poor / Intermittent,Low,1,0,2
ACC-10599,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.00289,77.75525,2021,3,16,7,National Highway,Dangerous Junction Geometry,Pedestrian,Vulnerable Road User (VRU),Clear,Under Construction,Daylight,Congested,1,0,1
ACC-10600,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.01472,77.75393,2021,2,14,3,National Highway,Poor Lighting,Heavy Truck,Commercial Goods,Rain,Wet / Slippery,Poor / Intermittent,Medium,1,0,2
ACC-10601,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.00561,77.75347,2022,9,21,4,National Highway,Potholes / Road Surface Defect,Pedestrian,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Streetlights Operational,Low,1,1,2
ACC-10602,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.00538,77.75685,2024,4,8,8,National Highway,Pedestrian Crossing Hazard,Two-Wheeler,Vulnerable Road User (VRU),Clear,Dry / Smooth,Daylight,Medium,1,0,0
ACC-10603,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.00152,77.75382,2024,10,24,0,National Highway,Poor Lighting,Bus,Motorized Passenger,Rain,Wet / Slippery,Poor / Intermittent,Low,1,0,3
ACC-10604,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.00912,77.74553,2022,2,13,19,National Highway,Potholes / Road Surface Defect,Pedestrian,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Streetlights Operational,Medium,1,0,1
ACC-10605,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.01246,77.74564,2021,10,11,23,National Highway,Pedestrian Crossing Hazard,Heavy Truck,Commercial Goods,Clear,Under Construction,Streetlights Operational,Congested,1,3,0
ACC-10606,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.01308,77.75906,2022,12,26,23,National Highway,Pedestrian Crossing Hazard,Pedestrian,Vulnerable Road User (VRU),Fog/Mist,Under Construction,Streetlights Operational,Low,1,0,2
ACC-10607,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.01072,77.75197,2024,6,14,8,National Highway,Dangerous Junction Geometry,Bus,Motorized Passenger,Rain,Wet / Slippery,Daylight,Low,1,0,3
ACC-10608,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.01386,77.74656,2021,3,11,12,National Highway,Pedestrian Crossing Hazard,Heavy Truck,Commercial Goods,Clear,Under Construction,Daylight,Medium,1,0,1
ACC-10609,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.00034,77.75888,2022,12,21,23,National Highway,Pedestrian Crossing Hazard,Pedestrian,Vulnerable Road User (VRU),Fog/Mist,Damaged / Potholes,Poor / Intermittent,High,1,3,0
ACC-10610,Karnataka,Bengaluru Rural,Bengaluru,Old Madras Road NH-75,KR Puram Hanging Bridge to Avalahalli,13.00904,77.74596,2023,10,14,13,National Highway,Dangerous Junction Geometry,Pedestrian,Vulnerable Road User (VRU),Clear,Dry / Smooth,Daylight,Medium,1,0,1
ACC-10611,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.03366,77.03864,2024,12,26,4,Urban Arterial,Poor Lighting,Bus,Motorized Passenger,Fog/Mist,Under Construction,Poor / Intermittent,Low,1,1,0
ACC-10612,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.02817,77.0261,2022,1,19,21,Urban Arterial,Poor Lighting,Car,Motorized Passenger,Rain,Damaged / Potholes,Unlit / Pitch Black,Congested,1,0,2
ACC-10613,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.0365,77.03453,2023,2,23,15,Urban Arterial,Overspeeding,Bus,Motorized Passenger,Rain,Dry / Smooth,Daylight,Congested,1,2,1
ACC-10614,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.02481,77.02821,2022,11,4,21,Urban Arterial,Overspeeding,Two-Wheeler,Vulnerable Road User (VRU),Rain,Wet / Slippery,Streetlights Operational,High,1,1,2
ACC-10615,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.02809,77.03265,2021,2,4,9,Urban Arterial,Overspeeding,Bus,Motorized Passenger,Clear,Dry / Smooth,Daylight,Low,1,2,3
ACC-10616,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.02684,77.02625,2022,10,16,11,Urban Arterial,Pedestrian Crossing Hazard,Pedestrian,Vulnerable Road User (VRU),Clear,Dry / Smooth,Daylight,Medium,1,1,2
ACC-10617,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.0307,77.03922,2022,10,12,23,Urban Arterial,Poor Lighting,Two-Wheeler,Vulnerable Road User (VRU),Rain,Wet / Slippery,Poor / Intermittent,Congested,1,0,0
ACC-10618,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.036,77.03016,2024,12,5,1,Urban Arterial,Pedestrian Crossing Hazard,Pedestrian,Vulnerable Road User (VRU),Fog/Mist,Damaged / Potholes,Streetlights Operational,Congested,1,0,1
ACC-10619,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.03617,77.02848,2022,2,9,1,Urban Arterial,Poor Lighting,Two-Wheeler,Vulnerable Road User (VRU),Clear,Dry / Smooth,Poor / Intermittent,Low,1,0,0
ACC-10620,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.03222,77.03382,2021,7,8,1,Urban Arterial,Dangerous Junction Geometry,Pedestrian,Vulnerable Road User (VRU),Clear,Under Construction,Streetlights Operational,Low,1,0,2
ACC-10621,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.03481,77.03462,2021,3,11,9,Urban Arterial,Overspeeding,Car,Motorized Passenger,Rain,Under Construction,Daylight,Medium,1,0,2
ACC-10622,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.03144,77.02851,2022,7,19,3,Urban Arterial,Pedestrian Crossing Hazard,Pedestrian,Vulnerable Road User (VRU),Rain,Wet / Slippery,Streetlights Operational,Congested,1,3,2
ACC-10623,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.03355,77.02533,2024,9,23,16,Urban Arterial,Overspeeding,Car,Motorized Passenger,Clear,Dry / Smooth,Daylight,Congested,1,0,2
ACC-10624,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.03937,77.03831,2022,2,6,1,Urban Arterial,Pedestrian Crossing Hazard,Bus,Motorized Passenger,Rain,Dry / Smooth,Streetlights Operational,Medium,1,0,1
ACC-10625,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.03751,77.03248,2021,7,1,23,Urban Arterial,Dangerous Junction Geometry,Bus,Motorized Passenger,Clear,Damaged / Potholes,Streetlights Operational,Congested,1,0,2
ACC-10626,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.03671,77.03771,2022,3,3,2,Urban Arterial,Pedestrian Crossing Hazard,Two-Wheeler,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Poor / Intermittent,High,1,0,2
ACC-10627,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.03165,77.03839,2021,5,10,8,Urban Arterial,Overspeeding,Two-Wheeler,Vulnerable Road User (VRU),Clear,Under Construction,Daylight,Low,1,0,3
ACC-10628,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.03764,77.02708,2024,10,28,9,Urban Arterial,Dangerous Junction Geometry,Bus,Motorized Passenger,Rain,Wet / Slippery,Daylight,Low,1,0,0
ACC-10629,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.03093,77.03009,2023,1,4,7,Urban Arterial,Dangerous Junction Geometry,Pedestrian,Vulnerable Road User (VRU),Clear,Under Construction,Daylight,Congested,1,1,1
ACC-10630,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.02915,77.03803,2023,7,6,8,Urban Arterial,Dangerous Junction Geometry,Bus,Motorized Passenger,Clear,Under Construction,Daylight,Medium,1,0,1
ACC-10631,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.03913,77.026,2022,2,7,2,Urban Arterial,Poor Lighting,Bus,Motorized Passenger,Clear,Dry / Smooth,Poor / Intermittent,Medium,1,0,3
ACC-10632,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.02589,77.0321,2024,9,16,14,Urban Arterial,Overspeeding,Car,Motorized Passenger,Rain,Under Construction,Daylight,Medium,1,1,0
ACC-10633,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.02736,77.02654,2022,1,22,9,Urban Arterial,Dangerous Junction Geometry,Bus,Motorized Passenger,Clear,Under Construction,Daylight,Low,1,0,2
ACC-10634,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.03462,77.03214,2022,4,9,16,Urban Arterial,Pedestrian Crossing Hazard,Pedestrian,Vulnerable Road User (VRU),Clear,Under Construction,Daylight,Congested,1,0,2
ACC-10635,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.03326,77.02555,2022,4,28,22,Urban Arterial,Overspeeding,Pedestrian,Vulnerable Road User (VRU),Clear,Dry / Smooth,Poor / Intermittent,Medium,1,0,1
ACC-10636,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.02771,77.02859,2021,7,14,23,Urban Arterial,Overspeeding,Pedestrian,Vulnerable Road User (VRU),Rain,Wet / Slippery,Poor / Intermittent,Congested,1,0,1
ACC-10637,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.02501,77.02706,2023,12,14,0,Urban Arterial,Overspeeding,Two-Wheeler,Vulnerable Road User (VRU),Fog/Mist,Damaged / Potholes,Poor / Intermittent,Low,1,0,3
ACC-10638,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.02954,77.0383,2024,6,11,1,Urban Arterial,Dangerous Junction Geometry,Pedestrian,Vulnerable Road User (VRU),Rain,Wet / Slippery,Poor / Intermittent,Medium,1,0,1
ACC-10639,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.02822,77.03169,2022,11,24,0,Urban Arterial,Overspeeding,Pedestrian,Vulnerable Road User (VRU),Fog/Mist,Dry / Smooth,Streetlights Operational,High,1,0,1
ACC-10640,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.03488,77.03867,2022,9,24,2,Urban Arterial,Overspeeding,Bus,Motorized Passenger,Rain,Wet / Slippery,Streetlights Operational,Low,1,0,1
ACC-10641,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.03896,77.02714,2021,8,14,20,Urban Arterial,Dangerous Junction Geometry,Pedestrian,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Streetlights Operational,High,1,0,0
ACC-10642,Tamil Nadu,Coimbatore,Coimbatore,Avinashi Road Corridor,Peelamedu PSG College to SITRA Junction,11.03255,77.03357,2024,8,22,20,Urban Arterial,Dangerous Junction Geometry,Pedestrian,Vulnerable Road User (VRU),Rain,Under Construction,Poor / Intermittent,Low,1,0,0
